video_path,label,video_id,dataset,qwen_keep_ratio,qwen_precheck_conf,charades_video_id,action_id,start_s,end_s
SSv2/20bn-something-something-v2/162502.webm,Spinning something so it continues spinning,162502,ssv2,,,,,,
SSv2/20bn-something-something-v2/198146.webm,Pulling two ends of something so that it separates into two pieces,198146,ssv2,,,,,,
SSv2/20bn-something-something-v2/123707.webm,Taking something out of something,123707,ssv2,,,,,,
SSv2/20bn-something-something-v2/144076.webm,Stuffing something into something,144076,ssv2,,,,,,
SSv2/20bn-something-something-v2/215761.webm,Letting something roll down a slanted surface,215761,ssv2,,,,,,
SSv2/20bn-something-something-v2/147761.webm,Piling something up,147761,ssv2,,,,,,
SSv2/20bn-something-something-v2/75815.webm,Dropping something behind something,75815,ssv2,,,,,,
SSv2/20bn-something-something-v2/100808.webm,Moving something and something so they pass each other,100808,ssv2,,,,,,
SSv2/20bn-something-something-v2/96993.webm,Bending something until it breaks,96993,ssv2,,,,,,
SSv2/20bn-something-something-v2/159103.webm,Holding something in front of something,159103,ssv2,,,,,,
SSv2/20bn-something-something-v2/149850.webm,Moving something up,149850,ssv2,,,,,,
SSv2/20bn-something-something-v2/151517.webm,Moving away from something with your camera,151517,ssv2,,,,,,
SSv2/20bn-something-something-v2/57632.webm,Opening something,57632,ssv2,,,,,,
SSv2/20bn-something-something-v2/4896.webm,Digging something out of something,4896,ssv2,,,,,,
SSv2/20bn-something-something-v2/195126.webm,Pulling two ends of something but nothing happens,195126,ssv2,,,,,,
SSv2/20bn-something-something-v2/212848.webm,Poking a hole into some substance,212848,ssv2,,,,,,
SSv2/20bn-something-something-v2/132715.webm,Twisting (wringing) something wet until water comes out,132715,ssv2,,,,,,
SSv2/20bn-something-something-v2/54910.webm,Moving something down,54910,ssv2,,,,,,
SSv2/20bn-something-something-v2/117204.webm,Taking one of many similar things on the table,117204,ssv2,,,,,,
SSv2/20bn-something-something-v2/149934.webm,"Lifting something up completely, then letting it drop down",149934,ssv2,,,,,,
SSv2/20bn-something-something-v2/173104.webm,Holding something next to something,173104,ssv2,,,,,,
SSv2/20bn-something-something-v2/21835.webm,Pushing something from right to left,21835,ssv2,,,,,,
SSv2/20bn-something-something-v2/75863.webm,Putting something on a surface,75863,ssv2,,,,,,
SSv2/20bn-something-something-v2/151195.webm,"Putting something that cannot actually stand upright upright on the table, so it falls on its side",151195,ssv2,,,,,,
SSv2/20bn-something-something-v2/215231.webm,Spilling something onto something,215231,ssv2,,,,,,
SSv2/20bn-something-something-v2/22019.webm,Pretending to take something from somewhere,22019,ssv2,,,,,,
SSv2/20bn-something-something-v2/147553.webm,Turning the camera left while filming something,147553,ssv2,,,,,,
SSv2/20bn-something-something-v2/159550.webm,Pouring something into something,159550,ssv2,,,,,,
SSv2/20bn-something-something-v2/171009.webm,Moving something closer to something,171009,ssv2,,,,,,
SSv2/20bn-something-something-v2/133081.webm,Showing that something is inside something,133081,ssv2,,,,,,
SSv2/20bn-something-something-v2/44086.webm,Tilting something with something on it until it falls off,44086,ssv2,,,,,,
SSv2/20bn-something-something-v2/216003.webm,"Removing something, revealing something behind",216003,ssv2,,,,,,
SSv2/20bn-something-something-v2/171714.webm,Throwing something,171714,ssv2,,,,,,
SSv2/20bn-something-something-v2/187096.webm,Tearing something into two pieces,187096,ssv2,,,,,,
SSv2/20bn-something-something-v2/49580.webm,"Putting something that can't roll onto a slanted surface, so it slides down",49580,ssv2,,,,,,
SSv2/20bn-something-something-v2/38603.webm,Throwing something onto a surface,38603,ssv2,,,,,,
SSv2/20bn-something-something-v2/172170.webm,Burying something in something,172170,ssv2,,,,,,
SSv2/20bn-something-something-v2/72008.webm,Pushing something from left to right,72008,ssv2,,,,,,
SSv2/20bn-something-something-v2/214780.webm,Putting something in front of something,214780,ssv2,,,,,,
SSv2/20bn-something-something-v2/37249.webm,Putting something upright on the table,37249,ssv2,,,,,,
SSv2/20bn-something-something-v2/158262.webm,Sprinkling something onto something,158262,ssv2,,,,,,
SSv2/20bn-something-something-v2/174631.webm,Pretending to put something onto something,174631,ssv2,,,,,,
SSv2/20bn-something-something-v2/198599.webm,Showing a photo of something to the camera,198599,ssv2,,,,,,
SSv2/20bn-something-something-v2/115878.webm,Bending something so that it deforms,115878,ssv2,,,,,,
SSv2/20bn-something-something-v2/52284.webm,Poking a stack of something without the stack collapsing,52284,ssv2,,,,,,
SSv2/20bn-something-something-v2/54245.webm,Spreading something onto something,54245,ssv2,,,,,,
SSv2/20bn-something-something-v2/135878.webm,Poking something so that it spins around,135878,ssv2,,,,,,
SSv2/20bn-something-something-v2/161753.webm,Pulling something out of something,161753,ssv2,,,,,,
SSv2/20bn-something-something-v2/133594.webm,Turning something upside down,133594,ssv2,,,,,,
SSv2/20bn-something-something-v2/205755.webm,Covering something with something,205755,ssv2,,,,,,
SSv2/20bn-something-something-v2/210596.webm,Attaching something to something,210596,ssv2,,,,,,
SSv2/20bn-something-something-v2/108597.webm,"Lifting up one end of something, then letting it drop down",108597,ssv2,,,,,,
SSv2/20bn-something-something-v2/63650.webm,Putting something similar to other things that are already on the table,63650,ssv2,,,,,,
SSv2/20bn-something-something-v2/23652.webm,Moving something and something closer to each other,23652,ssv2,,,,,,
SSv2/20bn-something-something-v2/75947.webm,Spilling something behind something,75947,ssv2,,,,,,
SSv2/20bn-something-something-v2/106043.webm,Pretending to open something without actually opening it,106043,ssv2,,,,,,
SSv2/20bn-something-something-v2/109742.webm,Pretending to scoop something up with something,109742,ssv2,,,,,,
SSv2/20bn-something-something-v2/137103.webm,Pretending to close something without actually closing it,137103,ssv2,,,,,,
SSv2/20bn-something-something-v2/47935.webm,Touching (without moving) part of something,47935,ssv2,,,,,,
SSv2/20bn-something-something-v2/24594.webm,Poking a stack of something so the stack collapses,24594,ssv2,,,,,,
SSv2/20bn-something-something-v2/73443.webm,Moving something away from something,73443,ssv2,,,,,,
SSv2/20bn-something-something-v2/43427.webm,Putting something onto something,43427,ssv2,,,,,,
SSv2/20bn-something-something-v2/50355.webm,Throwing something in the air and catching it,50355,ssv2,,,,,,
SSv2/20bn-something-something-v2/7222.webm,Turning the camera upwards while filming something,7222,ssv2,,,,,,
SSv2/20bn-something-something-v2/123432.webm,"Laying something on the table on its side, not upright",123432,ssv2,,,,,,
SSv2/20bn-something-something-v2/122621.webm,Poking something so it slightly moves,122621,ssv2,,,,,,
SSv2/20bn-something-something-v2/24414.webm,Moving something across a surface without it falling down,24414,ssv2,,,,,,
SSv2/20bn-something-something-v2/72771.webm,Putting something into something,72771,ssv2,,,,,,
SSv2/20bn-something-something-v2/36591.webm,Pretending to spread air onto something,36591,ssv2,,,,,,
SSv2/20bn-something-something-v2/190042.webm,Moving something across a surface until it falls down,190042,ssv2,,,,,,
SSv2/20bn-something-something-v2/217236.webm,Squeezing something,217236,ssv2,,,,,,
SSv2/20bn-something-something-v2/41018.webm,Pulling something from left to right,41018,ssv2,,,,,,
SSv2/20bn-something-something-v2/202138.webm,Pretending or failing to wipe something off of something,202138,ssv2,,,,,,
SSv2/20bn-something-something-v2/135673.webm,Pouring something into something until it overflows,135673,ssv2,,,,,,
SSv2/20bn-something-something-v2/127551.webm,Holding something over something,127551,ssv2,,,,,,
SSv2/20bn-something-something-v2/114542.webm,Pretending to poke something,114542,ssv2,,,,,,
SSv2/20bn-something-something-v2/80465.webm,Pushing something with something,80465,ssv2,,,,,,
SSv2/20bn-something-something-v2/5071.webm,Putting something onto a slanted surface but it doesn't glide down,5071,ssv2,,,,,,
SSv2/20bn-something-something-v2/41979.webm,Pretending to take something out of something,41979,ssv2,,,,,,
SSv2/20bn-something-something-v2/149036.webm,Plugging something into something but pulling it right out as you remove your hand,149036,ssv2,,,,,,
SSv2/20bn-something-something-v2/95403.webm,Turning the camera right while filming something,95403,ssv2,,,,,,
SSv2/20bn-something-something-v2/15261.webm,Something falling like a feather or paper,15261,ssv2,,,,,,
SSv2/20bn-something-something-v2/43247.webm,Holding something behind something,43247,ssv2,,,,,,
SSv2/20bn-something-something-v2/118386.webm,Dropping something next to something,118386,ssv2,,,,,,
SSv2/20bn-something-something-v2/72299.webm,Tipping something over,72299,ssv2,,,,,,
SSv2/20bn-something-something-v2/62834.webm,Something colliding with something and both come to a halt,62834,ssv2,,,,,,
SSv2/20bn-something-something-v2/188738.webm,Spilling something next to something,188738,ssv2,,,,,,
SSv2/20bn-something-something-v2/167564.webm,Pouring something onto something,167564,ssv2,,,,,,
SSv2/20bn-something-something-v2/199818.webm,Putting number of something onto something,199818,ssv2,,,,,,
SSv2/20bn-something-something-v2/132889.webm,Rolling something on a flat surface,132889,ssv2,,,,,,
SSv2/20bn-something-something-v2/137688.webm,Showing something next to something,137688,ssv2,,,,,,
SSv2/20bn-something-something-v2/51041.webm,Lifting something with something on it,51041,ssv2,,,,,,
SSv2/20bn-something-something-v2/67383.webm,Stacking number of something,67383,ssv2,,,,,,
SSv2/20bn-something-something-v2/26759.webm,"Putting something that can't roll onto a slanted surface, so it stays where it is",26759,ssv2,,,,,,
SSv2/20bn-something-something-v2/157353.webm,Pretending to put something on a surface,157353,ssv2,,,,,,
SSv2/20bn-something-something-v2/215779.webm,Something being deflected from something,215779,ssv2,,,,,,
SSv2/20bn-something-something-v2/11437.webm,Taking something from somewhere,11437,ssv2,,,,,,
SSv2/20bn-something-something-v2/193430.webm,"Letting something roll up a slanted surface, so it rolls back down",193430,ssv2,,,,,,
SSv2/20bn-something-something-v2/180060.webm,"Pretending to pour something out of something, but something is empty",180060,ssv2,,,,,,
SSv2/20bn-something-something-v2/37672.webm,Putting something onto something else that cannot support it so it falls down,37672,ssv2,,,,,,
SSv2/20bn-something-something-v2/148929.webm,Holding something,148929,ssv2,,,,,,
SSv2/20bn-something-something-v2/197129.webm,Putting something on a flat surface without letting it roll,197129,ssv2,,,,,,
SSv2/20bn-something-something-v2/98406.webm,Hitting something with something,98406,ssv2,,,,,,
SSv2/20bn-something-something-v2/214632.webm,Scooping something up with something,214632,ssv2,,,,,,
SSv2/20bn-something-something-v2/205878.webm,Pushing something so that it almost falls off but doesn't,205878,ssv2,,,,,,
SSv2/20bn-something-something-v2/8306.webm,Wiping something off of something,8306,ssv2,,,,,,
SSv2/20bn-something-something-v2/159155.webm,"Tipping something with something in it over, so something in it falls out",159155,ssv2,,,,,,
SSv2/20bn-something-something-v2/3254.webm,Putting something on the edge of something so it is not supported and falls down,3254,ssv2,,,,,,
SSv2/20bn-something-something-v2/40358.webm,Tilting something with something on it slightly so it doesn't fall down,40358,ssv2,,,,,,
SSv2/20bn-something-something-v2/125539.webm,Closing something,125539,ssv2,,,,,,
SSv2/20bn-something-something-v2/88348.webm,Dropping something in front of something,88348,ssv2,,,,,,
SSv2/20bn-something-something-v2/185300.webm,Putting something and something on the table,185300,ssv2,,,,,,
SSv2/20bn-something-something-v2/116426.webm,Pretending to put something into something,116426,ssv2,,,,,,
SSv2/20bn-something-something-v2/19279.webm,Pulling something onto something,19279,ssv2,,,,,,
SSv2/20bn-something-something-v2/137728.webm,Lifting a surface with something on it but not enough for it to slide down,137728,ssv2,,,,,,
SSv2/20bn-something-something-v2/86722.webm,Pulling two ends of something so that it gets stretched,86722,ssv2,,,,,,
SSv2/20bn-something-something-v2/180064.webm,Putting something behind something,180064,ssv2,,,,,,
SSv2/20bn-something-something-v2/196439.webm,Pouring something out of something,196439,ssv2,,,,,,
SSv2/20bn-something-something-v2/18982.webm,Picking something up,18982,ssv2,,,,,,
SSv2/20bn-something-something-v2/74377.webm,Dropping something onto something,74377,ssv2,,,,,,
SSv2/20bn-something-something-v2/68247.webm,Moving something towards the camera,68247,ssv2,,,,,,
SSv2/20bn-something-something-v2/98951.webm,Throwing something against something,98951,ssv2,,,,,,
SSv2/20bn-something-something-v2/133523.webm,Pretending to put something underneath something,133523,ssv2,,,,,,
SSv2/20bn-something-something-v2/40733.webm,Pretending to be tearing something that is not tearable,40733,ssv2,,,,,,
SSv2/20bn-something-something-v2/72843.webm,Showing something behind something,72843,ssv2,,,,,,
SSv2/20bn-something-something-v2/21307.webm,Pretending to squeeze something,21307,ssv2,,,,,,
SSv2/20bn-something-something-v2/152332.webm,Showing something to the camera,152332,ssv2,,,,,,
SSv2/20bn-something-something-v2/123485.webm,Pushing something so that it slightly moves,123485,ssv2,,,,,,
SSv2/20bn-something-something-v2/152937.webm,Pushing something onto something,152937,ssv2,,,,,,
SSv2/20bn-something-something-v2/3195.webm,Showing that something is empty,3195,ssv2,,,,,,
SSv2/20bn-something-something-v2/170109.webm,"Putting something, something and something on the table",170109,ssv2,,,,,,
SSv2/20bn-something-something-v2/220251.webm,Pushing something so that it falls off the table,220251,ssv2,,,,,,
SSv2/20bn-something-something-v2/167955.webm,Unfolding something,167955,ssv2,,,,,,
SSv2/20bn-something-something-v2/21067.webm,Lifting up one end of something without letting it drop down,21067,ssv2,,,,,,
SSv2/20bn-something-something-v2/183030.webm,Something colliding with something and both are being deflected,183030,ssv2,,,,,,
SSv2/20bn-something-something-v2/16222.webm,Dropping something into something,16222,ssv2,,,,,,
SSv2/20bn-something-something-v2/109255.webm,Moving part of something,109255,ssv2,,,,,,
SSv2/20bn-something-something-v2/187333.webm,Folding something,187333,ssv2,,,,,,
SSv2/20bn-something-something-v2/2905.webm,Pretending to throw something,2905,ssv2,,,,,,
SSv2/20bn-something-something-v2/117092.webm,Pretending or trying and failing to twist something,117092,ssv2,,,,,,
SSv2/20bn-something-something-v2/155572.webm,Lifting something up completely without letting it drop down,155572,ssv2,,,,,,
SSv2/20bn-something-something-v2/83029.webm,Pulling something from behind of something,83029,ssv2,,,,,,
SSv2/20bn-something-something-v2/33903.webm,Poking something so lightly that it doesn't or almost doesn't move,33903,ssv2,,,,,,
SSv2/20bn-something-something-v2/88842.webm,Twisting something,88842,ssv2,,,,,,
SSv2/20bn-something-something-v2/60770.webm,Poking a hole into something soft,60770,ssv2,,,,,,
SSv2/20bn-something-something-v2/117702.webm,Moving something and something so they collide with each other,117702,ssv2,,,,,,
SSv2/20bn-something-something-v2/1335.webm,Pretending to sprinkle air onto something,1335,ssv2,,,,,,
SSv2/20bn-something-something-v2/191551.webm,Pretending to put something next to something,191551,ssv2,,,,,,
SSv2/20bn-something-something-v2/153475.webm,Pulling something from right to left,153475,ssv2,,,,,,
SSv2/20bn-something-something-v2/135814.webm,Letting something roll along a flat surface,135814,ssv2,,,,,,
SSv2/20bn-something-something-v2/96108.webm,"Trying to pour something into something, but missing so it spills next to it",96108,ssv2,,,,,,
SSv2/20bn-something-something-v2/154817.webm,Something falling like a rock,154817,ssv2,,,,,,
SSv2/20bn-something-something-v2/151060.webm,Throwing something in the air and letting it fall,151060,ssv2,,,,,,
k400/full/test/L-WN-7Wgcxc_000024_000034.mp4,celebrating,L-WN-7Wgcxc_000024_000034,k400,,,,,,
k400/full/test/f7BkyZyK-q8_000016_000026.mp4,garbage collecting,f7BkyZyK-q8_000016_000026,k400,,,,,,
k400/full/test/fz1XSQ9khG0_000019_000029.mp4,digging,fz1XSQ9khG0_000019_000029,k400,,,,,,
k400/full/test/Ks8RUO0_C2E_000009_000019.mp4,cleaning windows,Ks8RUO0_C2E_000009_000019,k400,,,,,,
k400/full/test/BRDxZRC2br0_000002_000012.mp4,reading newspaper,BRDxZRC2br0_000002_000012,k400,,,,,,
k400/full/test/vX7KZ9p6Qg0_000021_000031.mp4,squat,vX7KZ9p6Qg0_000021_000031,k400,,,,,,
k400/full/test/uvGWUO9It20_000012_000022.mp4,flying kite,uvGWUO9It20_000012_000022,k400,,,,,,
k400/full/test/PG8j1SLoaLs_000680_000690.mp4,egg hunting,PG8j1SLoaLs_000680_000690,k400,,,,,,
k400/full/test/C0UQGzOc84Y_000004_000014.mp4,arm wrestling,C0UQGzOc84Y_000004_000014,k400,,,,,,
k400/full/test/v9jMSAAjK_w_000005_000015.mp4,brushing teeth,v9jMSAAjK_w_000005_000015,k400,,,,,,
k400/full/test/xaQ5a3qcYXc_000028_000038.mp4,folding napkins,xaQ5a3qcYXc_000028_000038,k400,,,,,,
k400/full/test/dwjH09LdZJw_000029_000039.mp4,riding a bike,dwjH09LdZJw_000029_000039,k400,,,,,,
k400/full/test/rzSHCpqgzLc_000054_000064.mp4,sweeping floor,rzSHCpqgzLc_000054_000064,k400,,,,,,
k400/full/test/UZBelVW62kI_000082_000092.mp4,dining,UZBelVW62kI_000082_000092,k400,,,,,,
k400/full/test/xI4LIDnaEOU_000001_000011.mp4,waxing eyebrows,xI4LIDnaEOU_000001_000011,k400,,,,,,
k400/full/test/-BgEMSKNMXY_000001_000011.mp4,ironing,-BgEMSKNMXY_000001_000011,k400,,,,,,
k400/full/test/HjJzP6xs2EE_000075_000085.mp4,cutting nails,HjJzP6xs2EE_000075_000085,k400,,,,,,
k400/full/test/I7cwq6_4QtM_000000_000010.mp4,playing organ,I7cwq6_4QtM_000000_000010,k400,,,,,,
k400/full/test/RevMrkPdz_0_000313_000323.mp4,brushing hair,RevMrkPdz_0_000313_000323,k400,,,,,,
k400/full/test/dmILLxz2xKs_000046_000056.mp4,tai chi,dmILLxz2xKs_000046_000056,k400,,,,,,
k400/full/test/Nyei_vA2ZI4_000007_000017.mp4,clapping,Nyei_vA2ZI4_000007_000017,k400,,,,,,
k400/full/test/qama1UM2zBA_000181_000191.mp4,driving car,qama1UM2zBA_000181_000191,k400,,,,,,
k400/full/test/BsTHFJFokEs_000173_000183.mp4,using remote controller (not gaming),BsTHFJFokEs_000173_000183,k400,,,,,,
k400/full/test/9tcUHwezV9c_000051_000061.mp4,massaging back,9tcUHwezV9c_000051_000061,k400,,,,,,
k400/full/test/oURM4y5BysI_000061_000071.mp4,cooking egg,oURM4y5BysI_000061_000071,k400,,,,,,
k400/full/test/BpnfrOr-Swg_000090_000100.mp4,playing chess,BpnfrOr-Swg_000090_000100,k400,,,,,,
k400/full/test/uh9NvdpYkQc_000162_000172.mp4,playing ice hockey,uh9NvdpYkQc_000162_000172,k400,,,,,,
k400/full/test/sQcS4GjdTHo_000032_000042.mp4,planting trees,sQcS4GjdTHo_000032_000042,k400,,,,,,
k400/full/test/ndPJ9k-4iwo_000136_000146.mp4,skiing crosscountry,ndPJ9k-4iwo_000136_000146,k400,,,,,,
k400/full/test/7s8vQG_lBJw_000019_000029.mp4,massaging person's head,7s8vQG_lBJw_000019_000029,k400,,,,,,
k400/full/test/7wPLOkw3ThM_000092_000102.mp4,diving cliff,7wPLOkw3ThM_000092_000102,k400,,,,,,
k400/full/test/TqNIhNiJsik_000048_000058.mp4,bending metal,TqNIhNiJsik_000048_000058,k400,,,,,,
k400/full/test/a_Kgqa441mo_000367_000377.mp4,dying hair,a_Kgqa441mo_000367_000377,k400,,,,,,
k400/full/test/zY-6ksAjb8k_000014_000024.mp4,washing feet,zY-6ksAjb8k_000014_000024,k400,,,,,,
k400/full/test/7V4UVsijzh8_000005_000015.mp4,finger snapping,7V4UVsijzh8_000005_000015,k400,,,,,,
k400/full/test/y_ouhUEVoDU_000038_000048.mp4,rock scissors paper,y_ouhUEVoDU_000038_000048,k400,,,,,,
k400/full/test/omEdIp3xpSM_000085_000095.mp4,riding camel,omEdIp3xpSM_000085_000095,k400,,,,,,
k400/full/test/9lS7Q1_Zu-0_000054_000064.mp4,country line dancing,9lS7Q1_Zu-0_000054_000064,k400,,,,,,
k400/full/test/0g813Qgrc-M_000785_000795.mp4,punching person (boxing),0g813Qgrc-M_000785_000795,k400,,,,,,
k400/full/test/4LrgMu5xyCo_000007_000017.mp4,bungee jumping,4LrgMu5xyCo_000007_000017,k400,,,,,,
k400/full/test/qawZVV_7-zM_000050_000060.mp4,writing,qawZVV_7-zM_000050_000060,k400,,,,,,
k400/full/test/A7fyikxZ7UY_000021_000031.mp4,doing aerobics,A7fyikxZ7UY_000021_000031,k400,,,,,,
k400/full/test/tRU7nn_l4VU_000032_000042.mp4,pole vault,tRU7nn_l4VU_000032_000042,k400,,,,,,
k400/full/test/5x7xHCOyZgU_000001_000011.mp4,swimming butterfly stroke,5x7xHCOyZgU_000001_000011,k400,,,,,,
k400/full/test/QCJVrZthk8M_000002_000012.mp4,baby waking up,QCJVrZthk8M_000002_000012,k400,,,,,,
k400/full/test/jSOG-Nn8dtU_000023_000033.mp4,mopping floor,jSOG-Nn8dtU_000023_000033,k400,,,,,,
k400/full/test/wsgxw-BD98o_000086_000096.mp4,doing laundry,wsgxw-BD98o_000086_000096,k400,,,,,,
k400/full/test/XXaDaaSOsjQ_000025_000035.mp4,shooting goal (soccer),XXaDaaSOsjQ_000025_000035,k400,,,,,,
k400/full/test/fjQuKoayfwQ_000065_000075.mp4,making snowman,fjQuKoayfwQ_000065_000075,k400,,,,,,
k400/full/test/uunhNXFJ9tM_000026_000036.mp4,stretching arm,uunhNXFJ9tM_000026_000036,k400,,,,,,
k400/full/test/0MFTQH-v2nM_000047_000057.mp4,tickling,0MFTQH-v2nM_000047_000057,k400,,,,,,
k400/full/test/h5i9-dh9shU_000008_000018.mp4,sneezing,h5i9-dh9shU_000008_000018,k400,,,,,,
k400/full/test/MrFLQIJj5nQ_000079_000089.mp4,changing wheel,MrFLQIJj5nQ_000079_000089,k400,,,,,,
k400/full/test/FUgw1gywTbA_000105_000115.mp4,playing piano,FUgw1gywTbA_000105_000115,k400,,,,,,
k400/full/test/pS9JbcKjvbU_000309_000319.mp4,bartending,pS9JbcKjvbU_000309_000319,k400,,,,,,
k400/full/test/VCB6M6uz-84_000067_000077.mp4,waxing chest,VCB6M6uz-84_000067_000077,k400,,,,,,
k400/full/test/4kOHqRsUL1s_000090_000100.mp4,drinking beer,4kOHqRsUL1s_000090_000100,k400,,,,,,
k400/full/test/57PFOOyu9Gc_000007_000017.mp4,sword fighting,57PFOOyu9Gc_000007_000017,k400,,,,,,
k400/full/test/3NF8ziODRNU_000159_000169.mp4,hockey stop,3NF8ziODRNU_000159_000169,k400,,,,,,
k400/full/test/gpuXTUhXqMw_000000_000010.mp4,playing harp,gpuXTUhXqMw_000000_000010,k400,,,,,,
k400/full/test/RzXdLR6iJqw_000012_000022.mp4,cleaning shoes,RzXdLR6iJqw_000012_000022,k400,,,,,,
k400/full/test/3uSViSsQTog_000005_000015.mp4,jumping into pool,3uSViSsQTog_000005_000015,k400,,,,,,
k400/full/test/KiZ8sZwydiQ_000144_000154.mp4,carving pumpkin,KiZ8sZwydiQ_000144_000154,k400,,,,,,
k400/full/test/IiJD0x2iCvM_000003_000013.mp4,grooming dog,IiJD0x2iCvM_000003_000013,k400,,,,,,
k400/full/test/mVFtxV5M9ps_000000_000010.mp4,picking fruit,mVFtxV5M9ps_000000_000010,k400,,,,,,
k400/full/test/UdiANGTaAvA_000003_000013.mp4,shuffling cards,UdiANGTaAvA_000003_000013,k400,,,,,,
k400/full/test/6KJIJZLJIaQ_000003_000013.mp4,vault,6KJIJZLJIaQ_000003_000013,k400,,,,,,
k400/full/test/5__Cn1df80s_000018_000028.mp4,applying cream,5__Cn1df80s_000018_000028,k400,,,,,,
k400/full/test/kHonyQVHyTQ_000003_000013.mp4,massaging feet,kHonyQVHyTQ_000003_000013,k400,,,,,,
