video_path,label
k400/full/test/an40wED3zzU_000027_000037.mp4,catching fish
k400/full/test/u1PUn0cNwaU_000153_000163.mp4,catching fish
k400/full/test/e4I8NebI4_0_000011_000021.mp4,catching or throwing baseball
k400/full/test/o8mXIibRDwc_000001_000011.mp4,catching or throwing baseball
k400/full/test/jToNGPB5R4U_000001_000011.mp4,catching or throwing frisbee
k400/full/test/q0qUCU1edDY_000037_000047.mp4,catching or throwing frisbee
k400/full/test/drqGRiCyN7o_000001_000011.mp4,catching or throwing softball
k400/full/test/wbGriMsc_f4_000035_000045.mp4,catching or throwing softball
k400/full/test/Ux0BQ7-cYMc_000029_000039.mp4,celebrating
k400/full/test/cUee5yXqo6c_000430_000440.mp4,celebrating
k400/full/test/CxqkHAAH818_000198_000208.mp4,changing oil
k400/full/test/u2sabaq7KJY_000694_000704.mp4,changing oil
k400/full/test/MiGffJ5h2fQ_000063_000073.mp4,changing wheel
k400/full/test/m76JV5ZCvYk_000344_000354.mp4,changing wheel
k400/full/test/37o69jolyLM_000021_000031.mp4,checking tires
k400/full/test/i-cq1NIkpKI_000013_000023.mp4,checking tires
k400/full/test/SD0dk-WLu7U_000036_000046.mp4,cheerleading
k400/full/test/q-OBpN4h1BA_000028_000038.mp4,cheerleading
k400/full/test/S3iXon7fV_w_000000_000010.mp4,chopping wood
k400/full/test/cDIqX0cXlBw_000097_000107.mp4,chopping wood
k400/full/test/b0GJeyRjdGQ_000010_000020.mp4,clapping
k400/full/test/gbmNYD_YjzY_000020_000030.mp4,clapping
k400/full/test/DBGsWwE75Tg_000072_000082.mp4,clay pottery making
k400/full/test/maV5jYM0Qdk_000110_000120.mp4,clay pottery making
k400/full/test/KKSY-hVSpOw_000001_000011.mp4,clean and jerk
k400/full/test/jeWzaUJ7t6I_000022_000032.mp4,clean and jerk
k400/full/test/HyJ8V35dL2c_000033_000043.mp4,cleaning floor
k400/full/test/TRMI8y5UHL4_000265_000275.mp4,cleaning floor
k400/full/test/5v6JylEz6N0_000014_000024.mp4,cleaning gutters
k400/full/test/hKz6bOWm4j0_000035_000045.mp4,cleaning gutters
k400/full/test/lLPIsbyTLus_000034_000044.mp4,cleaning pool
k400/full/test/o1uDm4EPELI_000174_000184.mp4,cleaning pool
k400/full/test/RDuZobT2o9w_000213_000223.mp4,cleaning shoes
k400/full/test/wldAPDBlVjs_000019_000029.mp4,cleaning shoes
k400/full/test/QMQrKlQ1ppw_000101_000111.mp4,cleaning toilet
k400/full/test/zeepOWww5gc_000037_000047.mp4,cleaning toilet
k400/full/test/0JVGskmaJRE_000003_000013.mp4,cleaning windows
k400/full/test/H8NBB1qswB0_000003_000013.mp4,cleaning windows
k400/full/test/JzkNVQM_nmk_000036_000046.mp4,climbing a rope
k400/full/test/pZa0BEeg3Tc_000011_000021.mp4,climbing a rope
k400/full/test/TtNFBJvNaEs_000002_000012.mp4,climbing ladder
k400/full/test/YdlXNNcdqTs_000000_000010.mp4,climbing ladder
k400/full/test/NmXD0ayEItw_000004_000014.mp4,climbing tree
k400/full/test/VLEDAxOeY00_000014_000024.mp4,climbing tree
k400/full/test/JgDHwVpq3Ag_000065_000075.mp4,contact juggling
k400/full/test/rxPtJ2-gukU_000044_000054.mp4,contact juggling
k400/full/test/cHbPS9WEzls_000312_000322.mp4,cooking chicken
k400/full/test/zSqb6Gyqkq4_000045_000055.mp4,cooking chicken
k400/full/test/RUVeFybyw_U_000095_000105.mp4,cooking egg
k400/full/test/iRbM-9NsJME_000015_000025.mp4,cooking egg
k400/full/test/5AgsLF-AbmU_000331_000341.mp4,cooking on campfire
k400/full/test/mm67tz5TZOU_000133_000143.mp4,cooking on campfire
k400/full/test/3clwoBHCxxk_000191_000201.mp4,cooking sausages
k400/full/test/tNW656TYYzw_000066_000076.mp4,cooking sausages
k400/full/test/0Tz74PH9_DY_000006_000016.mp4,counting money
k400/full/test/chiBCvGIjoA_000000_000010.mp4,counting money
k400/full/test/Okz5BDo3_XQ_000003_000013.mp4,country line dancing
k400/full/test/Q7nF0nwnZs0_000032_000042.mp4,country line dancing
k400/full/test/rtEg3YanVS0_000001_000011.mp4,cracking neck
k400/full/test/vrsmeS_uN34_000004_000014.mp4,cracking neck
k400/full/test/tKx0AlJX94I_000004_000014.mp4,crawling baby
k400/full/test/wjZQVvyCSG4_000016_000026.mp4,crawling baby
k400/full/test/5jwvk_qmXLs_000010_000020.mp4,crossing river
k400/full/test/l-K4sOoBmyU_000001_000011.mp4,crossing river
k400/full/test/-hqAICViVtI_000014_000024.mp4,crying
k400/full/test/0B7GM3dBFRk_000020_000030.mp4,crying
k400/full/test/5CRrD3rMA_o_000290_000300.mp4,curling hair
k400/full/test/BL31xVsORt0_000302_000312.mp4,curling hair
k400/full/test/i2cgBh9W2Z0_000000_000010.mp4,cutting nails
k400/full/test/rkjR_5izanU_000111_000121.mp4,cutting nails
k400/full/test/EGfxYJqyNkQ_000369_000379.mp4,cutting pineapple
k400/full/test/V7e2iPncEbA_000113_000123.mp4,cutting pineapple
k400/full/test/6ID_SuveOM0_000017_000027.mp4,cutting watermelon
k400/full/test/iaJ_VbjC8Ow_000002_000012.mp4,cutting watermelon
k400/full/test/N5YMVHdMgjg_000038_000048.mp4,dancing ballet
k400/full/test/u58jX4SCe7E_000002_000012.mp4,dancing ballet
k400/full/test/3AKoOjk0X0k_000032_000042.mp4,dancing charleston
k400/full/test/kfzuo1eRAzw_000004_000014.mp4,dancing charleston
k400/full/test/1KJdjUtt7b4_000005_000015.mp4,dancing gangnam style
k400/full/test/m2dnvCurPEk_000008_000018.mp4,dancing gangnam style
k400/full/test/ax6pT5Hya0w_000079_000089.mp4,dancing macarena
k400/full/test/vU6Wy0Lbp10_000001_000011.mp4,dancing macarena
k400/full/test/DW6pyAECF64_000013_000023.mp4,deadlifting
k400/full/test/E1Uoskj3Txw_000002_000012.mp4,deadlifting
k400/full/test/WFjv5D7ST_k_000000_000010.mp4,decorating the christmas tree
k400/full/test/u8P57nUtvbk_000002_000012.mp4,decorating the christmas tree
k400/full/test/RtKma4BRqJk_000010_000020.mp4,digging
k400/full/test/W1tyIwNVNAo_000182_000192.mp4,digging
k400/full/test/LS4ibwWVS50_000247_000257.mp4,dining
k400/full/test/f_SHZZ1w2RU_000049_000059.mp4,dining
k400/full/test/laGzOfogQg8_000633_000643.mp4,disc golfing
k400/full/test/r1sPRhb6km0_000056_000066.mp4,disc golfing
k400/full/test/KcAxo2z3LdA_000046_000056.mp4,diving cliff
k400/full/test/ht2iM2RZaEU_000006_000016.mp4,diving cliff
k400/full/test/XWv1HJii3mQ_000001_000011.mp4,dodgeball
k400/full/test/eMpFROGZD3U_000041_000051.mp4,dodgeball
k400/full/test/N674md5hdgQ_000618_000628.mp4,doing aerobics
k400/full/test/sxQItPe4QxQ_000089_000099.mp4,doing aerobics
k400/full/test/DxUwUc4iUEs_000019_000029.mp4,doing laundry
k400/full/test/IZoO28JnnAo_000126_000136.mp4,doing laundry
k400/full/test/C_gXfX1tqsI_000051_000061.mp4,doing nails
k400/full/test/diJvkwRAdr4_000287_000297.mp4,doing nails
k400/full/test/YXunEozT05k_000314_000324.mp4,drawing
k400/full/test/p7L2xnfevms_000108_000118.mp4,drawing
k400/full/test/LDoUDsP7Ft0_000031_000041.mp4,dribbling basketball
k400/full/test/PA5qGtZuiqs_000037_000047.mp4,dribbling basketball
k400/full/test/UpqUdhcQD4k_000155_000165.mp4,drinking
k400/full/test/l--BJt42E7Y_000002_000012.mp4,drinking beer
k400/full/test/7FJ-697OS2g_000023_000033.mp4,drinking shots
k400/full/test/GO4oHLdon5Q_000003_000013.mp4,driving car
k400/full/test/GmKj1ixJ120_000121_000131.mp4,driving tractor
k400/full/test/tFv6Wym5HK0_000002_000012.mp4,drop kicking
k400/full/test/Zvpn5wqUOOg_000018_000028.mp4,drumming fingers
k400/full/test/FGu5YOE2oGg_000198_000208.mp4,dunking basketball
k400/full/test/6gRQUYwWdhg_000094_000104.mp4,dying hair
k400/full/test/iR9Taly_5yM_000427_000437.mp4,eating burger
k400/full/test/7U4fuTKTyjk_000105_000115.mp4,eating cake
k400/full/test/5fn6wjCnyAE_000003_000013.mp4,eating carrots
k400/full/test/C4FnwIDAiGo_000053_000063.mp4,eating chips
k400/full/test/8iV9MvIVPKs_000046_000056.mp4,eating doughnuts
k400/full/test/3U-QIVWQCmg_000408_000418.mp4,eating hotdog
k400/full/test/qoXqiUbOWlc_000098_000108.mp4,eating ice cream
k400/full/test/KOYMsBKPnfg_000018_000028.mp4,eating spaghetti
k400/full/test/DnAIH7eUxck_000008_000018.mp4,eating watermelon
k400/full/test/Hvi_Em1LYs4_000161_000171.mp4,egg hunting
k400/full/test/sdnQLHk1qPA_000000_000010.mp4,exercising arm
k400/full/test/sxslOJs5o98_000062_000072.mp4,exercising with an exercise ball
k400/full/test/MTnEXWJCmkU_000052_000062.mp4,extinguishing fire
k400/full/test/ZObLHal3oPg_000006_000016.mp4,faceplanting
k400/full/test/5XFQBXMvO58_000007_000017.mp4,feeding birds
k400/full/test/y4hN1gbOfv0_000034_000044.mp4,feeding fish
k400/full/test/m3T7pNnR_uc_000000_000010.mp4,feeding goats
k400/full/test/ANTUWhb1hKQ_000014_000024.mp4,filling eyebrows
k400/full/test/RbazNRVXlRQ_000023_000033.mp4,finger snapping
k400/full/test/9uDd0fAgb08_000007_000017.mp4,fixing hair
k400/full/test/4-zRuTD8SwA_000141_000151.mp4,flipping pancake
k400/full/test/7rMrHOwVpYo_000017_000027.mp4,flying kite
k400/full/test/VXcu7iCZOKw_000000_000010.mp4,folding clothes
k400/full/test/doDiKqr18DQ_000038_000048.mp4,folding napkins
k400/full/test/EQpxH9P59Gc_000060_000070.mp4,folding paper
k400/full/test/B2rynqi9b2Y_000006_000016.mp4,front raises
k400/full/test/waBGB9IiKdE_000157_000167.mp4,frying vegetables
k400/full/test/wNp8_QgHeWk_000382_000392.mp4,garbage collecting
k400/full/test/nH56YBAhINY_000004_000014.mp4,gargling
k400/full/test/hyKUI17IePY_000004_000014.mp4,getting a haircut
k400/full/test/I77lYYrbrg8_000142_000152.mp4,getting a tattoo
k400/full/test/IRAd_yYDSgI_000030_000040.mp4,giving or receiving award
k400/full/test/Jr--dxmANBk_000032_000042.mp4,golf chipping
k400/full/test/q8mQ2w8WzBE_000039_000049.mp4,golf driving
k400/full/test/8q-kxz7MTZk_000035_000045.mp4,golf putting
k400/full/test/wBz2uHaw7QI_000145_000155.mp4,grinding meat
k400/full/test/UdXD3gvP56U_000017_000027.mp4,grooming dog
k400/full/test/z0lpHIRVUUg_001196_001206.mp4,grooming horse
k400/full/test/vCodKgz6EcQ_000058_000068.mp4,gymnastics tumbling
k400/full/test/3xxCPie-73s_000001_000011.mp4,hammer throw
k400/full/test/tkWBJqwPC78_000001_000011.mp4,headbanging
k400/full/test/9NOLuhdURZI_000000_000010.mp4,headbutting
k400/full/test/XD6gOf5qd6w_000014_000024.mp4,high jump
k400/full/test/12c6-brPWSo_000027_000037.mp4,high kick
k400/full/test/Qrca6Fw0yhk_000012_000022.mp4,hitting baseball
k400/full/test/DpbpT-zCjuI_000211_000221.mp4,hockey stop
k400/full/test/xCZC5EmFZS4_000224_000234.mp4,holding snake
k400/full/test/4mQbPntWUZA_000015_000025.mp4,hopscotch
k400/full/test/dpopRcpiQHE_000002_000012.mp4,hoverboarding
k400/full/test/u0tjhJLZ_7g_000034_000044.mp4,hugging
k400/full/test/X0LgeQ1Pr5M_000009_000019.mp4,hula hooping
k400/full/test/rSWZLG0Y7OQ_000001_000011.mp4,hurdling
k400/full/test/cwTBXvFK9_k_000512_000522.mp4,hurling (sport)
k400/full/test/FfgX6VDP2Eo_000017_000027.mp4,ice climbing
k400/full/test/bVDvE-O89Bo_000185_000195.mp4,ice fishing
k400/full/test/Jwtm6UkQ9Sk_000032_000042.mp4,ice skating
k400/full/test/-mmGmRXCJnE_000284_000294.mp4,ironing
k400/full/test/b_Vgs9AI1Ww_000002_000012.mp4,javelin throw
k400/full/test/fZJYQKkrFaU_000094_000104.mp4,jetskiing
k400/full/test/OBvsXkG5pYY_000004_000014.mp4,jogging
k400/full/test/wjFSGzngkfE_000069_000079.mp4,juggling balls
k400/full/test/2GCy7MMHZ30_000003_000013.mp4,juggling fire
k400/full/test/Dce5OUabzjk_000000_000010.mp4,juggling soccer ball
k400/full/test/vWTURpeT_5M_000002_000012.mp4,jumping into pool
k400/full/test/3a2KOol1AX4_000028_000038.mp4,jumpstyle dancing
k400/full/test/NLRZyWuOlqA_000001_000011.mp4,kicking field goal
k400/full/test/PQMpRbqrqXk_000017_000027.mp4,kicking soccer ball
k400/full/test/BbvesAstVTI_000062_000072.mp4,kissing
k400/full/test/Bn3cFjE12-c_000004_000014.mp4,kitesurfing
k400/full/test/I6NM9WXzDzs_000269_000279.mp4,knitting
k400/full/test/eyFukxvErTI_000025_000035.mp4,krumping
k400/full/test/KW3sk3GeOHs_000006_000016.mp4,laughing
k400/full/test/NGUbOre-nsU_000167_000177.mp4,laying bricks
k400/full/test/ERn_3m8fjpg_000007_000017.mp4,long jump
k400/full/test/xnz4tUg84A8_000006_000016.mp4,lunge
k400/full/test/TyvQ5ulYovs_000000_000010.mp4,making a cake
k400/full/test/zTzU1-8cEwQ_000077_000087.mp4,making a sandwich
k400/full/test/xI59bXTBW_s_000005_000015.mp4,making bed
k400/full/test/1HjQzcEOmZk_000056_000066.mp4,making jewelry
k400/full/test/KOAWPsd7uFQ_000164_000174.mp4,making pizza
k400/full/test/QMmPiZJzb6c_000028_000038.mp4,making snowman
k400/full/test/Ta2GvEHVVVQ_000000_000010.mp4,making sushi
k400/full/test/KLHtTAyih94_000124_000134.mp4,making tea
k400/full/test/c0u2A-EbhDI_000018_000028.mp4,marching
k400/full/test/CPQuid0Q4BE_000114_000124.mp4,massaging back
k400/full/test/D4tLb2i0wEY_000157_000167.mp4,massaging feet
k400/full/test/NQTQFvlnDD8_000005_000015.mp4,massaging legs
k400/full/test/UgS6Bb-9FoQ_000330_000340.mp4,massaging person's head
k400/full/test/Bot1E7rRwh8_000000_000010.mp4,milking cow
k400/full/test/bRfWBfFcgME_000002_000012.mp4,mopping floor
k400/full/test/BvJAxV1wqUE_000225_000235.mp4,motorcycling
k400/full/test/0ZADu9gkTOU_000027_000037.mp4,moving furniture
k400/full/test/_mX22DGMTS4_000037_000047.mp4,mowing lawn
k400/full/test/iVglcNwfeSk_000047_000057.mp4,news anchoring
k400/full/test/UP71hvwumM0_000108_000118.mp4,opening bottle
k400/full/test/WkKfANPqJRA_000001_000011.mp4,opening present
k400/full/test/D3JraRbnLd0_000058_000068.mp4,paragliding
k400/full/test/kpTR9TMgNCs_000230_000240.mp4,parasailing
k400/full/test/T12pZvkODeo_000000_000010.mp4,parkour
k400/full/test/TqA81RvPoIQ_000036_000046.mp4,passing American football (in game)
k400/full/test/7ZQ9YiY1PSM_000004_000014.mp4,passing American football (not in game)
k400/full/test/D1kIGm2AcFY_000016_000026.mp4,peeling apples
k400/full/test/zLR-pYluwbc_000005_000015.mp4,peeling potatoes
k400/full/test/O3L-JXsm2ZM_000000_000010.mp4,petting animal (not cat)
k400/full/test/6FF5osNHfQg_000039_000049.mp4,petting cat
k400/full/test/lS7TaF5dhHo_000087_000097.mp4,picking fruit
k400/full/test/L7oBqwsIlGU_000089_000099.mp4,planting trees
k400/full/test/Kgh0Qf69joc_000595_000605.mp4,plastering
k400/full/test/PwhwDHXjPaQ_000040_000050.mp4,playing accordion
k400/full/test/o3bNzzIN7-4_000170_000180.mp4,playing badminton
k400/full/test/yDODpjKjm78_000023_000033.mp4,playing bagpipes
k400/full/test/cDIRfPn1Wlw_000004_000014.mp4,playing basketball
k400/full/test/BtIbr3oUj1U_000042_000052.mp4,playing bass guitar
k400/full/test/a45oXr7kjqA_000192_000202.mp4,playing cards
k400/full/test/21wdk2B9268_000136_000146.mp4,playing cello
k400/full/test/KPzf-cROn6k_000088_000098.mp4,playing chess
k400/full/test/waONw0BDSek_000001_000011.mp4,playing clarinet
k400/full/test/Tlp33XyayfE_000019_000029.mp4,playing controller
k400/full/test/HlKjN7OhxMg_000016_000026.mp4,playing cricket
k400/full/test/qr7up46D9WY_000089_000099.mp4,playing cymbals
k400/full/test/Q_36gob5qAM_000022_000032.mp4,playing didgeridoo
k400/full/test/lwL72LOIvqc_000315_000325.mp4,playing drums
k400/full/test/m8wQvESLI38_000002_000012.mp4,playing flute
k400/full/test/2n-vo6QRjbk_000050_000060.mp4,playing guitar
k400/full/test/TCUAqBH-Eug_000007_000017.mp4,playing harmonica
k400/full/test/Zesch_sfVTo_000066_000076.mp4,playing harp
k400/full/test/QZaXqrZw6go_000032_000042.mp4,playing ice hockey
k400/full/test/2G1sRvmbza0_000000_000010.mp4,playing keyboard
k400/full/test/57LOKwYCMaU_000130_000140.mp4,playing kickball
k400/full/test/c6IgcdnAmBo_000055_000065.mp4,playing monopoly
k400/full/test/TDKI-ogeehs_000030_000040.mp4,playing organ
k400/full/test/XlBsfeCEHGU_000017_000027.mp4,playing paintball
k400/full/test/Zg7CV7v2600_000190_000200.mp4,playing piano
k400/full/test/LZw4vXHFvw0_000236_000246.mp4,playing poker
k400/full/test/k1RuytNorL0_000057_000067.mp4,playing recorder
k400/full/test/TNEesslt0f4_000029_000039.mp4,playing saxophone
k400/full/test/CZZT1IiBU1Q_000753_000763.mp4,playing squash or racquetball
k400/full/test/3m_dXkhybmA_000083_000093.mp4,playing tennis
k400/full/test/ksnyD282qvc_000002_000012.mp4,playing trombone
k400/full/test/WNva3LSXYBQ_000002_000012.mp4,playing trumpet
k400/full/test/2CxIOlSrW1Y_000122_000132.mp4,playing ukulele
k400/full/test/NKozYM7mQvw_000016_000026.mp4,playing violin
k400/full/test/1JY1puOURBg_000326_000336.mp4,playing volleyball
k400/full/test/CU58afIsi7s_000000_000010.mp4,playing xylophone
k400/full/test/zEcC3SgEIdg_000003_000013.mp4,pole vault
k400/full/test/Qy4n8Q9AIBI_000037_000047.mp4,presenting weather forecast
k400/full/test/ZP0ntVR8bVM_000000_000010.mp4,pull ups
k400/full/test/tOeZgmtr5FI_000000_000010.mp4,pumping fist
k400/full/test/B2UVEE3IyKM_000212_000222.mp4,pumping gas
k400/full/test/m3pJgF31T6Q_000003_000013.mp4,punching bag
k400/full/test/Tygwv6r3tHo_000054_000064.mp4,punching person (boxing)
k400/full/test/LHBPVOH-HP0_000017_000027.mp4,push up
k400/full/test/7KeULZQJSHo_000014_000024.mp4,pushing car
k400/full/test/FYwqh72Ic20_000022_000032.mp4,pushing cart
k400/full/test/GpA33nAtkEo_000001_000011.mp4,pushing wheelchair
k400/full/test/prmrIkYiTjE_000039_000049.mp4,reading book
k400/full/test/RFsYSvAW25o_000015_000025.mp4,reading newspaper
k400/full/test/4k4klkfJRts_000228_000238.mp4,recording music
k400/full/test/XOvLHLtOISE_000058_000068.mp4,riding a bike
k400/full/test/u_yIIEqBmc4_000035_000045.mp4,riding camel
k400/full/test/XX0y2o3KGq8_000001_000011.mp4,riding elephant
k400/full/test/xImN2C4DHsA_000002_000012.mp4,riding mechanical bull
k400/full/test/PG3SzGcWFf8_000904_000914.mp4,riding mountain bike
k400/full/test/5gpTjsHe5JE_000345_000355.mp4,riding mule
k400/full/test/elJVEftxiSQ_000219_000229.mp4,riding or walking with horse
k400/full/test/D3gIQVZqjvo_000013_000023.mp4,riding scooter
k400/full/test/vY1a8-pVYGw_000051_000061.mp4,riding unicycle
k400/full/test/MHSbsPrHEuI_000005_000015.mp4,ripping paper
k400/full/test/BieKD-7to5o_000134_000144.mp4,robot dancing
k400/full/test/3l9E1lVWrio_000029_000039.mp4,rock climbing
k400/full/test/hu_Oj47Wg38_000001_000011.mp4,rock scissors paper
k400/full/test/6VCHiOjno4k_000013_000023.mp4,roller skating
k400/full/test/gnKS6Ii0NR8_000155_000165.mp4,running on treadmill
k400/full/test/_5mHkehhk9A_000038_000048.mp4,sailing
k400/full/test/bCxLFgMjJTY_000095_000105.mp4,salsa dancing
k400/full/test/hKBaeqHqGVI_000092_000102.mp4,sanding floor
k400/full/test/6ZxWwRvyUy4_000494_000504.mp4,scrambling eggs
k400/full/test/johQ8de4aa8_000000_000010.mp4,scuba diving
k400/full/test/TAyllOV4W2s_000053_000063.mp4,setting table
k400/full/test/47jjIJTNmTc_000043_000053.mp4,shaking hands
k400/full/test/tQKCoMc2_RY_000000_000010.mp4,shaking head
k400/full/test/EGvKnXj4D1c_000048_000058.mp4,sharpening knives
k400/full/test/pKFziXFdojg_000012_000022.mp4,sharpening pencil
k400/full/test/atB3HBmXvfs_001139_001149.mp4,shaving head
k400/full/test/B7OXjv5x9pA_000007_000017.mp4,shaving legs
k400/full/test/ZAeZY3l6vVc_000100_000110.mp4,shearing sheep
k400/full/test/YCCP_v3N-Xo_000004_000014.mp4,shining shoes
k400/full/test/VVBJYX9bO7k_000054_000064.mp4,shooting basketball
k400/full/test/oOkk1fXwgDM_000007_000017.mp4,shooting goal (soccer)
k400/full/test/eoB8swFN8jw_000041_000051.mp4,shot put
k400/full/test/khRtKyi-ZO0_000004_000014.mp4,shoveling snow
k400/full/test/ndvnB7-muFw_000000_000010.mp4,shredding paper
k400/full/test/b0NrgpiNjsw_000026_000036.mp4,shuffling cards
